E00ZP000000000         A07ECF-IF ZPM                 ZPM/2EFC LOGGER     00000001000000000000000000000000000000000000000000nomedosoftwarehouse                     nomedoaplicativo                        1.1.1     linha1aplicativo                          linha2aplicativo                          
E01ZP000000000         AECF-IF ZPM                 ZPM/2EFC LOGGER     01.00.01  2007071214514902300000000000000TDM000001000112200711192007111901.01.01AC1704 01.00.00
E02ZP000000000         AZPM/2EFC LOGGER     00000000000000888888888888  CONTRIBUINTE EXEMPLO S/A                AV CAMILO PESTANA 000, SÃO PAULO, SP, CEP 00000-000                                                                     2007073116285000000100000000002142866407
E12ZP000000000         AZPM/2EFC LOGGER     07000112046397000001200711192007111921510800000000155375S
E15ZP000000000         AZPM/2EFC LOGGER     070462470372870017112200145    PRODUTO 1 DO CUPOM 046247                                                                           0001000UN 00000090000000000000000000000000000090N1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462470372870027110802947    PRODUTO 2 DO CUPOM 046247                                                                           0001000UN 00000270000000000000000000000000000270T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462480372880017110705345    PRODUTO 1 DO CUPOM 046248                                                                           0001000UN 00000340000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462480372880027110901769    PRODUTO 2 DO CUPOM 046248                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462500372890017110701535    PRODUTO 1 DO CUPOM 046250                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462500372890027110701535    PRODUTO 2 DO CUPOM 046250                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462510372900017111400148    PRODUTO 1 DO CUPOM 046251                                                                           0001000UN 00000280000000000000000000000000000280T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462510372900027111400121    PRODUTO 2 DO CUPOM 046251                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462520372910017111200182    PRODUTO 1 DO CUPOM 046252                                                                           0001000UN 00000180000000000000000000000000000180T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462520372910027111400237    PRODUTO 2 DO CUPOM 046252                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462530372920017111400172    PRODUTO 1 DO CUPOM 046253                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462530372920027111200439    PRODUTO 2 DO CUPOM 046253                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462540372930017111500276    PRODUTO 1 DO CUPOM 046254                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462540372930027111200103    PRODUTO 2 DO CUPOM 046254                                                                           0001000UN 00000120000000000000000000000000000120T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462550372940017110704657    PRODUTO 1 DO CUPOM 046255                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462550372940027110701502    PRODUTO 2 DO CUPOM 046255                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462550372940037111500276    PRODUTO 3 DO CUPOM 046255                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462550372940047110220900    PRODUTO 4 DO CUPOM 046255                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462560372950017110802947    PRODUTO 1 DO CUPOM 046256                                                                           0001000UN 00000270000000000000000000000000000270T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462560372950027110802946    PRODUTO 2 DO CUPOM 046256                                                                           0001000UN 00000370000000000000000000000000000370T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462570372960017111400237    PRODUTO 1 DO CUPOM 046257                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462570372960027111500102    PRODUTO 2 DO CUPOM 046257                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462580372970017110701502    PRODUTO 1 DO CUPOM 046258                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462580372970027110901769    PRODUTO 2 DO CUPOM 046258                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462600372980017111400237    PRODUTO 1 DO CUPOM 046260                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462600372980027110901769    PRODUTO 2 DO CUPOM 046260                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462600372980037110701502    PRODUTO 3 DO CUPOM 046260                                                                           0002000UN 00000160000000000000000000000000000320T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462610372990017110706285    PRODUTO 1 DO CUPOM 046261                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462610372990027110901769    PRODUTO 2 DO CUPOM 046261                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462620373000017110901769    PRODUTO 1 DO CUPOM 046262                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462620373000027110701570    PRODUTO 2 DO CUPOM 046262                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462620373000037110700501    PRODUTO 3 DO CUPOM 046262                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462630373010017110701535    PRODUTO 1 DO CUPOM 046263                                                                           0001000UN 00000260000000000000000000000000000260T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462630373010027110705345    PRODUTO 2 DO CUPOM 046263                                                                           0001000UN 00000340000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462640373020017110705307    PRODUTO 1 DO CUPOM 046264                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462640373020027110700501    PRODUTO 2 DO CUPOM 046264                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462640373020037111500209    PRODUTO 3 DO CUPOM 046264                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462640373020047110802947    PRODUTO 4 DO CUPOM 046264                                                                           0001000UN 00000270000000000000000000000000000270T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462650373030017110701502    PRODUTO 1 DO CUPOM 046265                                                                           0002000UN 00000160000000000000000000000000000320T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462650373030027110802948    PRODUTO 2 DO CUPOM 046265                                                                           0001000UN 00000270000000000000000000000000000270T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462650373030037111400159    PRODUTO 3 DO CUPOM 046265                                                                           0002000UN 00000220000000000000000000000000000440T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462650373030047111400237    PRODUTO 4 DO CUPOM 046265                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462670373040017110701502    PRODUTO 1 DO CUPOM 046267                                                                           0002000UN 00000160000000000000000000000000000320T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462680373050017110901769    PRODUTO 1 DO CUPOM 046268                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462680373050027110705307    PRODUTO 2 DO CUPOM 046268                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462680373050037111200108    PRODUTO 3 DO CUPOM 046268                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462680373050047110704657    PRODUTO 4 DO CUPOM 046268                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462680373050057111400276    PRODUTO 5 DO CUPOM 046268                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462700373060017112200148    PRODUTO 1 DO CUPOM 046270                                                                           0001000UN 00000190000000000000000000000000000190N1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462710373070017111200108    PRODUTO 1 DO CUPOM 046271                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462710373070027110901769    PRODUTO 2 DO CUPOM 046271                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462710373070037110701512    PRODUTO 3 DO CUPOM 046271                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462710373070047110700501    PRODUTO 4 DO CUPOM 046271                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462720373080017111400237    PRODUTO 1 DO CUPOM 046272                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462730373090017110705307    PRODUTO 1 DO CUPOM 046273                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462730373090027110901724    PRODUTO 2 DO CUPOM 046273                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462740373100017110701502    PRODUTO 1 DO CUPOM 046274                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462750373110017111400237    PRODUTO 1 DO CUPOM 046275                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462770373120017110701502    PRODUTO 1 DO CUPOM 046277                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462770373120027111400237    PRODUTO 2 DO CUPOM 046277                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462790373130017111200119    PRODUTO 1 DO CUPOM 046279                                                                           0001000UN 00000150000000000000000000000000000150T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462790373130027111400237    PRODUTO 2 DO CUPOM 046279                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462810373140017110901769    PRODUTO 1 DO CUPOM 046281                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462820373150017110704657    PRODUTO 1 DO CUPOM 046282                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462820373150027111200116    PRODUTO 2 DO CUPOM 046282                                                                           0001000UN 00000150000000000000000000000000000150T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462820373150037111400174    PRODUTO 3 DO CUPOM 046282                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462840373160017111400158    PRODUTO 1 DO CUPOM 046284                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462840373160027110701502    PRODUTO 2 DO CUPOM 046284                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462850373170017110701502    PRODUTO 1 DO CUPOM 046285                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462850373170027110802977    PRODUTO 2 DO CUPOM 046285                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462870373180017110705345    PRODUTO 1 DO CUPOM 046287                                                                           0002000UN 00000340000000000000000000000000000680T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462870373180027110901740    PRODUTO 2 DO CUPOM 046287                                                                           0002000UN 00000300000000000000000000000000000600T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462880373190017111400237    PRODUTO 1 DO CUPOM 046288                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462890373200017111400108    PRODUTO 1 DO CUPOM 046289                                                                           0002000UN 00000220000000000000000000000000000440T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462890373200027110701502    PRODUTO 2 DO CUPOM 046289                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462900373210017111200164    PRODUTO 1 DO CUPOM 046290                                                                           0001000UN 00000490000000000000000000000000000490T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462920373220017112100134    PRODUTO 1 DO CUPOM 046292                                                                           0001000UN 00000790000000000000000000000000000790N1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462930373230017110704693    PRODUTO 1 DO CUPOM 046293                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462940373240017111400108    PRODUTO 1 DO CUPOM 046294                                                                           0002000UN 00000220000000000000000000000000000440T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462940373240027110701502    PRODUTO 2 DO CUPOM 046294                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462950373250017110700501    PRODUTO 1 DO CUPOM 046295                                                                           0003000UN 00000260000000000000000000000000000780T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462960373260017110701502    PRODUTO 1 DO CUPOM 046296                                                                           0004000UN 00000160000000000000000000000000000640T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462970373270017111400159    PRODUTO 1 DO CUPOM 046297                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462980373280017110801300    PRODUTO 1 DO CUPOM 046298                                                                           0001000UN 00000240000000000000000000000000000240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462980373280027110802947    PRODUTO 2 DO CUPOM 046298                                                                           0001000UN 00000270000000000000000000000000000270T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462980373280037110801300    PRODUTO 3 DO CUPOM 046298                                                                           0001000UN 00000240000000000000000000000000000240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463000373290017111500101    PRODUTO 1 DO CUPOM 046300                                                                           0002000UN 00000200000000000000000000000000000400F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463000373290027110800700    PRODUTO 2 DO CUPOM 046300                                                                           0001000UN 00000370000000000000000000000000000370T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463010373300017111400148    PRODUTO 1 DO CUPOM 046301                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463010373300027111400285    PRODUTO 2 DO CUPOM 046301                                                                           0001000UN 00000150000000000000000000000000000150T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463020373310017111500102    PRODUTO 1 DO CUPOM 046302                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463020373310027110701570    PRODUTO 2 DO CUPOM 046302                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463020373310037111400159    PRODUTO 3 DO CUPOM 046302                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463030373320017110708243    PRODUTO 1 DO CUPOM 046303                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463030373320027111500208    PRODUTO 2 DO CUPOM 046303                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463030373320037110220900    PRODUTO 3 DO CUPOM 046303                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463040373330017110701570    PRODUTO 1 DO CUPOM 046304                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463040373330027111400108    PRODUTO 2 DO CUPOM 046304                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463040373330037110801300    PRODUTO 3 DO CUPOM 046304                                                                           0001000UN 00000240000000000000000000000000000240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463050373340017110901740    PRODUTO 1 DO CUPOM 046305                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463050373340027110705307    PRODUTO 2 DO CUPOM 046305                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463060373350017110700501    PRODUTO 1 DO CUPOM 046306                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463060373350027110801300    PRODUTO 2 DO CUPOM 046306                                                                           0001000UN 00000240000000000000000000000000000240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463060373350037110700501    PRODUTO 3 DO CUPOM 046306                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463060373350047111500276    PRODUTO 4 DO CUPOM 046306                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463060373350057110705307    PRODUTO 5 DO CUPOM 046306                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463060373350067111500102    PRODUTO 6 DO CUPOM 046306                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463070373360017110701535    PRODUTO 1 DO CUPOM 046307                                                                           0001000UN 00000260000000000000000000000000000260T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463070373360027111400148    PRODUTO 2 DO CUPOM 046307                                                                           0001000UN 00000280000000000000000000000000000280T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463070373360037111400159    PRODUTO 3 DO CUPOM 046307                                                                           0001000UN 00000220000000000000000000000000000220T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463070373360047110701502    PRODUTO 4 DO CUPOM 046307                                                                           0001000UN 00000160000000000000000000000000000160T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463070373360057110704693    PRODUTO 5 DO CUPOM 046307                                                                           0001000UN 00000260000000000000000000000000000260T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463070373360067111400159    PRODUTO 6 DO CUPOM 046307                                                                           0001000UN 00000220000000000000000000000000000220T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463070373360077110704693    PRODUTO 7 DO CUPOM 046307                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463070373360087111400237    PRODUTO 8 DO CUPOM 046307                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463080373370017110802949    PRODUTO 1 DO CUPOM 046308                                                                           0001000UN 00000270000000000000000000000000000270T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463100373380017110708243    PRODUTO 1 DO CUPOM 046310                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463100373380027111500136    PRODUTO 2 DO CUPOM 046310                                                                           0001000UN 00000310000000000000000000000000000310F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463100373380037110220900    PRODUTO 3 DO CUPOM 046310                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463100373380047111200127    PRODUTO 4 DO CUPOM 046310                                                                           0001000UN 00000150000000000000000000000000000150T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463100373380057111200117    PRODUTO 5 DO CUPOM 046310                                                                           0001000UN 00000150000000000000000000000000000150T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463110373390017110801300    PRODUTO 1 DO CUPOM 046311                                                                           0001000UN 00000240000000000000000000000000000240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463110373390027111400158    PRODUTO 2 DO CUPOM 046311                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463110373390037111200140    PRODUTO 3 DO CUPOM 046311                                                                           0002000UN 00000150000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463130373400017111500208    PRODUTO 1 DO CUPOM 046313                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463130373400027111500175    PRODUTO 2 DO CUPOM 046313                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463130373400037111200108    PRODUTO 3 DO CUPOM 046313                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463130373400047110801300    PRODUTO 4 DO CUPOM 046313                                                                           0001000UN 00000240000000000000000000000000000240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463130373400057110701502    PRODUTO 5 DO CUPOM 046313                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463140373410017110705345    PRODUTO 1 DO CUPOM 046314                                                                           0001000UN 00000340000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463160373420017110701535    PRODUTO 1 DO CUPOM 046316                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463160373420027111400148    PRODUTO 2 DO CUPOM 046316                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463160373420037111400159    PRODUTO 3 DO CUPOM 046316                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463160373420047110701502    PRODUTO 4 DO CUPOM 046316                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463160373420057110704693    PRODUTO 5 DO CUPOM 046316                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463160373420067111400159    PRODUTO 6 DO CUPOM 046316                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463160373420077111200116    PRODUTO 7 DO CUPOM 046316                                                                           0001000UN 00000150000000000000000000000000000150T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463170373430017110708243    PRODUTO 1 DO CUPOM 046317                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463170373430027110701571    PRODUTO 2 DO CUPOM 046317                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463170373430037110802905    PRODUTO 3 DO CUPOM 046317                                                                           0002000UN 00000370000000000000000000000000000740T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463170373430047111400237    PRODUTO 4 DO CUPOM 046317                                                                           0002000UN 00000170000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463180373440017110704657    PRODUTO 1 DO CUPOM 046318                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
